,text,lsvc,knn,mnb,lsvc_bin,knn_bin,mnb_bin,dic_rounded,media_tri,media_bin,total
144,RT @fille_motivee: j'ai mis le calendrier à jour #2017LeDebat #LeGrandDebat  ,2,2,2,0,1,0,Nan,2,0,Neu
145,RT @fille_motivee: j'ai mis le calendrier à jour #2017LeDebat #LeGrandDebat  ,2,2,2,0,1,0,Nan,2,0,Neu
146,RT @fille_motivee: j'ai mis le calendrier à jour #2017LeDebat #LeGrandDebat  ,2,2,2,0,1,0,Nan,2,0,Neu
147,RT @fille_motivee: j'ai mis le calendrier à jour #2017LeDebat #LeGrandDebat  ,2,2,2,0,1,0,Nan,2,0,Neu
148,RT @fille_motivee: j'ai mis le calendrier à jour #2017LeDebat #LeGrandDebat  ,2,2,2,0,1,0,Nan,2,0,Neu
149,RT @fille_motivee: j'ai mis le calendrier à jour #2017LeDebat #LeGrandDebat  ,2,2,2,0,1,0,Nan,2,0,Neu
150,RT @fille_motivee: j'ai mis le calendrier à jour #2017LeDebat #LeGrandDebat  ,2,2,2,0,1,0,Nan,2,0,Neu
151,RT @fille_motivee: j'ai mis le calendrier à jour #2017LeDebat #LeGrandDebat  ,2,2,2,0,1,0,Nan,2,0,Neu
152,RT @fille_motivee: j'ai mis le calendrier à jour #2017LeDebat #LeGrandDebat  ,2,2,2,0,1,0,Nan,2,0,Neu
153,RT @fille_motivee: j'ai mis le calendrier à jour #2017LeDebat #LeGrandDebat  ,2,2,2,0,1,0,Nan,2,0,Neu
154,RT @Perrine1402: En cours j'me sentais inutile au milieu de tout ces gens puis j'me suis rappelée des journalistes du #2017leDebat ça m'a d…,2,2,2,0,0,0,0,2,0,0
155,RT @Perrine1402: En cours j'me sentais inutile au milieu de tout ces gens puis j'me suis rappelée des journalistes du #2017leDebat ça m'a d…,2,2,2,0,0,0,0,2,0,0
156,"RT @PierreHV1: Voter Le Pen c'est voter pour le parti le plus poursuivi de France. #JeVoteMacron 
#LeGrandDebat #Debat2017 #2017LeDebat #Le…",2,2,2,0,1,1,Nan,2,1,Neu
157,RT @Perrine1402: En cours j'me sentais inutile au milieu de tout ces gens puis j'me suis rappelée des journalistes du #2017leDebat ça m'a d…,2,2,2,0,0,0,0,2,0,0
